MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,LotConfig,LandSlope,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitchen,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MiscFeature,SalePrice
RL,130.0,11700,Pave,Reg,AllPub,Corner,Gtl,6,1968,1968,Gable,TA,PConc,Gd,1295.0,GasA,Fa,Y,SBrkr,1295,0,1295,1.0,0.0,1,1,3,1,TA,6,0,,Attchd,2.0,TA,0,194,0,0,,,,
RL,108.0,11358,Pave,IR1,AllPub,Corner,Gtl,7,1972,1987,Hip,TA,CBlock,TA,1124.0,GasA,TA,Y,SBrkr,1610,0,1610,0.0,0.0,2,0,3,1,Gd,8,1,TA,Attchd,2.0,TA,202,0,0,0,,,,
RL,80.0,9547,Pave,Reg,AllPub,Inside,Gtl,7,1993,1993,Gable,TA,PConc,Gd,1594.0,GasA,Ex,Y,SBrkr,1594,0,1594,0.0,0.0,2,0,2,1,Gd,6,1,TA,Attchd,2.0,TA,190,80,0,0,,,,
RL,78.0,10530,Pave,Reg,AllPub,Inside,Gtl,7,1993,1993,Gable,Gd,PConc,Gd,1148.0,GasA,Ex,Y,SBrkr,1091,984,2075,1.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,2.0,TA,235,86,0,0,,,,
RL,88.0,10738,Pave,IR1,AllPub,Corner,Gtl,6,1966,1966,Hip,TA,CBlock,TA,1093.0,GasA,Gd,Y,SBrkr,1093,0,1093,1.0,0.0,2,0,3,1,TA,6,1,Fa,Attchd,2.0,TA,224,0,0,0,,MnPrv,Shed,
RL,80.0,10800,Pave,Reg,AllPub,Inside,Gtl,6,1963,1963,Gable,TA,CBlock,TA,1052.0,GasA,TA,Y,SBrkr,1052,0,1052,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,0,133,0,0,,,,
RL,70.0,8050,Pave,Reg,AllPub,Inside,Gtl,5,1967,1993,Gable,TA,CBlock,TA,949.0,GasA,TA,Y,SBrkr,1107,0,1107,1.0,0.0,1,0,3,1,Gd,5,0,,Attchd,1.0,TA,88,64,0,0,,,,
RL,,10899,Pave,IR1,AllPub,Inside,Gtl,4,1964,1964,Gable,TA,Slab,,0.0,GasA,TA,N,SBrkr,1224,0,1224,0.0,0.0,2,0,2,2,TA,8,0,,CarPort,3.0,TA,0,0,0,0,,,,
RL,74.0,7450,Pave,IR1,AllPub,Inside,Gtl,5,1956,1956,Hip,TA,CBlock,TA,894.0,GasA,Gd,Y,SBrkr,1074,0,1074,0.0,0.0,1,0,2,1,Gd,6,1,Gd,Detchd,2.0,TA,0,72,0,0,,GdWo,,
RL,,14357,Pave,IR1,AllPub,CulDSac,Gtl,5,1961,1961,Hip,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1187,0,1187,1.0,0.0,1,0,2,1,TA,6,1,TA,Attchd,2.0,TA,128,0,0,0,,,,
RL,76.0,8243,Pave,IR1,AllPub,CulDSac,Gtl,5,1961,1961,Gable,TA,CBlock,TA,964.0,GasA,Ex,Y,SBrkr,964,0,964,0.0,0.0,1,0,3,1,TA,5,1,Fa,Detchd,2.0,TA,170,0,0,0,,GdPrv,,
RL,70.0,8680,Pave,Reg,AllPub,Inside,Gtl,5,1960,1960,Hip,TA,CBlock,TA,894.0,GasA,TA,Y,SBrkr,894,0,894,0.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,80.0,8800,Pave,Reg,AllPub,Inside,Gtl,7,1966,1966,Hip,TA,CBlock,TA,1174.0,GasA,Ex,Y,SBrkr,1200,0,1200,0.0,1.0,2,0,3,1,TA,6,1,TA,Attchd,2.0,TA,0,0,0,0,,MnPrv,,
RL,80.0,9200,Pave,Reg,AllPub,Inside,Gtl,6,1965,1965,Gable,TA,CBlock,TA,1042.0,GasA,TA,Y,SBrkr,1042,0,1042,0.0,0.0,2,0,3,1,TA,5,0,,Attchd,2.0,TA,192,0,0,0,,GdPrv,,
RL,80.0,8800,Pave,Reg,AllPub,Inside,Gtl,6,1964,1997,Gable,TA,CBlock,TA,845.0,GasA,Ex,Y,SBrkr,845,1309,2154,0.0,0.0,2,1,5,1,TA,8,1,Gd,Attchd,2.0,TA,0,0,0,0,,MnPrv,,
RL,,11382,Pave,IR1,AllPub,Inside,Gtl,6,1964,1964,Gable,TA,CBlock,TA,1130.0,GasA,TA,Y,SBrkr,1374,0,1374,0.0,1.0,1,0,3,1,TA,7,1,TA,Attchd,1.0,TA,0,28,84,0,,MnPrv,,
RL,,22002,Pave,Reg,AllPub,Corner,Gtl,6,1959,1991,Gable,TA,CBlock,TA,1592.0,GasA,Gd,Y,SBrkr,1652,0,1652,1.0,0.0,1,1,3,1,Gd,6,1,Gd,Attchd,2.0,TA,0,0,0,0,,,,
RL,85.0,12172,Pave,Reg,AllPub,Inside,Gtl,5,1940,1996,Gable,TA,PConc,TA,822.0,GasA,TA,Y,SBrkr,908,0,908,0.0,0.0,1,0,2,1,TA,4,0,,Attchd,2.0,TA,284,24,0,0,,MnPrv,,
RL,50.0,5000,Pave,Reg,AllPub,Inside,Gtl,3,1946,1950,Gable,Fa,CBlock,Fa,666.0,GasA,Fa,N,SBrkr,666,0,666,0.0,1.0,1,0,2,1,Gd,4,0,,,0.0,,0,52,0,0,,MnPrv,,
RL,51.0,3500,Pave,Reg,AllPub,Inside,Gtl,3,1945,1950,Gable,TA,CBlock,TA,370.0,GasA,TA,N,FuseA,442,228,670,1.0,0.0,1,0,2,1,Fa,4,0,,,0.0,,0,21,0,0,,MnPrv,Shed,
RL,50.0,5175,Pave,Reg,AllPub,Inside,Gtl,5,1958,2000,Gable,TA,CBlock,TA,808.0,GasA,Ex,Y,SBrkr,808,0,808,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,143,0,0,0,,,,
RL,80.0,9600,Pave,Reg,AllPub,Inside,Gtl,5,1955,1955,Hip,TA,CBlock,TA,1078.0,GasA,Ex,Y,SBrkr,1150,0,1150,1.0,0.0,1,0,2,1,TA,6,0,,Attchd,1.0,TA,0,0,0,0,,MnPrv,,
RL,63.0,8668,Pave,Reg,AllPub,Corner,Gtl,5,1968,1968,Gable,TA,CBlock,TA,1560.0,GasA,TA,Y,SBrkr,1560,0,1560,0.0,0.0,2,0,4,2,TA,8,0,,Detchd,3.0,TA,0,0,0,0,,,,
RL,,10050,Pave,IR1,AllPub,Inside,Gtl,5,1966,1966,Gable,TA,CBlock,TA,793.0,GasA,Ex,Y,SBrkr,1280,0,1280,0.0,1.0,2,0,3,1,TA,6,1,TA,Basment,2.0,TA,140,40,0,0,,,,
RL,100.0,9600,Pave,IR1,AllPub,Inside,Gtl,6,1961,1961,Hip,TA,CBlock,TA,1218.0,GasA,TA,Y,SBrkr,1254,0,1254,1.0,0.0,1,0,3,1,TA,6,1,Gd,Attchd,2.0,TA,0,0,0,0,,,,
RL,73.0,8760,Pave,Reg,AllPub,Inside,Gtl,6,1957,1999,Gable,TA,CBlock,TA,936.0,GasA,TA,Y,SBrkr,936,0,936,1.0,0.0,1,0,2,1,Gd,4,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,65.0,6860,Pave,IR1,AllPub,Inside,Gtl,5,1956,1956,Gable,TA,CBlock,TA,1008.0,GasA,Ex,Y,SBrkr,1008,0,1008,1.0,0.0,1,0,3,1,Fa,6,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,60.0,8250,Pave,Reg,AllPub,Corner,Gtl,5,1963,1963,Gable,TA,CBlock,TA,1053.0,GasA,Gd,Y,SBrkr,1053,0,1053,1.0,0.0,1,0,3,1,Gd,6,0,,2Types,2.0,TA,240,0,0,0,,,,
RL,70.0,9100,Pave,Reg,AllPub,Inside,Gtl,5,1960,1960,Hip,TA,CBlock,TA,1144.0,GasA,TA,Y,SBrkr,1144,0,1144,0.0,0.0,1,0,3,1,TA,6,1,Gd,Attchd,1.0,TA,0,0,0,0,,,,
RL,80.0,9736,Pave,Reg,AllPub,Inside,Gtl,6,1957,1969,Gable,TA,CBlock,TA,1331.0,GasA,Gd,Y,SBrkr,1721,0,1721,0.0,0.0,1,0,4,1,TA,8,3,TA,Attchd,2.0,TA,0,0,0,0,,,,
RL,72.0,9770,Pave,Reg,AllPub,Inside,Gtl,5,1957,1957,Gable,TA,CBlock,TA,922.0,GasA,TA,Y,FuseA,922,0,922,1.0,0.0,1,0,2,1,TA,5,0,,Attchd,1.0,TA,0,34,0,0,,GdWo,,
RL,70.0,12198,Pave,IR1,AllPub,Inside,Gtl,5,1955,1975,Gable,TA,CBlock,TA,1204.0,GasA,TA,Y,SBrkr,1411,0,1411,0.0,0.0,1,0,3,1,TA,7,1,TA,Attchd,1.0,TA,278,82,0,0,,,,
RL,75.0,10050,Pave,Reg,AllPub,Inside,Gtl,5,1955,1955,Hip,TA,CBlock,TA,1216.0,GasA,TA,Y,SBrkr,1216,0,1216,1.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,60.0,11556,Pave,Reg,AllPub,Inside,Gtl,5,1953,2006,Gable,TA,CBlock,TA,864.0,GasA,Gd,Y,SBrkr,1154,0,1154,0.0,0.0,1,1,3,1,Ex,6,0,,Detchd,1.0,TA,63,0,0,0,,,,
RL,70.0,8078,Pave,Reg,AllPub,Inside,Gtl,5,1958,1958,Hip,TA,CBlock,TA,1560.0,GasA,TA,Y,SBrkr,1560,0,1560,0.0,0.0,2,0,4,2,TA,8,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,60.0,10950,Pave,Reg,AllPub,Inside,Gtl,6,1952,1952,Hip,TA,CBlock,TA,948.0,GasA,TA,Y,SBrkr,948,0,948,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,TA,0,48,0,0,,,,
RL,68.0,7942,Pave,Reg,AllPub,Inside,Gtl,6,1953,1953,Hip,TA,CBlock,TA,1040.0,GasA,TA,Y,FuseF,1040,0,1040,0.0,1.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,0,0,0,0,,MnPrv,,
RL,71.0,8540,Pave,Reg,AllPub,Corner,Gtl,5,1956,2003,Gable,TA,CBlock,TA,925.0,GasA,TA,Y,SBrkr,925,0,925,1.0,0.0,1,0,3,1,Gd,5,0,,Detchd,1.0,TA,152,0,0,0,,,,
RL,55.0,7150,Pave,Reg,AllPub,Inside,Gtl,4,1955,1955,Gable,TA,PConc,TA,1190.0,GasA,Gd,Y,SBrkr,1040,500,1540,1.0,0.0,1,0,4,1,Fa,7,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,70.0,8400,Pave,Reg,AllPub,Corner,Gtl,5,1955,1955,Gable,TA,CBlock,TA,923.0,GasA,TA,Y,SBrkr,925,0,925,1.0,0.0,1,0,3,1,TA,5,2,TA,Attchd,1.0,TA,81,0,0,0,,GdWo,,
RL,75.0,9532,Pave,Reg,AllPub,Inside,Gtl,4,1953,1953,Gable,TA,CBlock,TA,1105.0,GasA,Gd,Y,SBrkr,1647,0,1647,1.0,0.0,1,0,3,1,TA,6,1,Fa,Attchd,1.0,TA,225,0,0,368,,GdPrv,,
RL,,15783,Pave,Reg,AllPub,Inside,Gtl,5,1952,1952,Gable,TA,CBlock,TA,924.0,GasA,TA,Y,SBrkr,924,0,924,0.0,0.0,1,0,2,1,TA,6,0,,Detchd,1.0,TA,0,324,0,0,,MnPrv,Shed,
RL,60.0,14190,Pave,Reg,AllPub,Inside,Gtl,4,1890,2006,Gable,Gd,CBlock,Fa,925.0,GasA,Gd,Y,SBrkr,1000,544,1544,0.0,0.0,2,0,3,1,TA,7,0,,,0.0,,231,0,0,0,,,,
RL,,12099,Pave,IR1,AllPub,Inside,Gtl,5,1953,2004,Gable,TA,CBlock,TA,1216.0,GasA,Ex,Y,SBrkr,1216,0,1728,1.0,0.0,1,0,3,1,TA,7,1,Gd,Attchd,1.0,TA,200,0,0,0,,GdWo,,
RL,113.0,21281,Pave,Reg,AllPub,Inside,Gtl,5,1935,2007,Gable,TA,BrkTil,TA,666.0,GasA,Gd,Y,SBrkr,1308,1778,3086,0.0,0.0,3,1,4,1,Gd,9,0,,BuiltIn,3.0,TA,0,208,290,0,,,,
RL,60.0,10284,Pave,Reg,AllPub,Corner,Gtl,4,1925,1993,Gable,TA,CBlock,TA,1151.0,GasA,Ex,Y,SBrkr,845,436,1281,1.0,0.0,2,0,1,1,TA,6,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,60.0,10800,Pave,Reg,AllPub,Inside,Gtl,5,1895,1999,Gable,TA,CBlock,Gd,736.0,GasA,Ex,Y,SBrkr,751,783,1534,0.0,0.0,1,1,3,1,Gd,6,0,,,0.0,,0,112,0,0,,,,
RL,93.0,10090,Pave,IR1,AllPub,Inside,Gtl,7,1963,1999,Gable,TA,CBlock,TA,725.0,GasA,TA,Y,SBrkr,1035,616,1651,0.0,1.0,2,0,4,1,TA,6,2,TA,BuiltIn,1.0,TA,460,46,0,0,,MnPrv,,
RL,75.0,8700,Pave,IR1,AllPub,Inside,Gtl,5,1961,1961,Gable,TA,CBlock,TA,920.0,GasA,Gd,Y,SBrkr,888,0,888,0.0,1.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,66.0,8300,Pave,IR1,AllPub,Inside,Gtl,6,1968,1968,Gable,TA,CBlock,TA,952.0,GasA,Gd,Y,SBrkr,952,0,952,1.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,60.0,7200,Pave,Reg,AllPub,Inside,Gtl,5,1950,1950,Gable,TA,CBlock,TA,864.0,GasA,Fa,Y,FuseA,1238,0,1238,0.0,0.0,1,1,3,1,TA,6,1,TA,Attchd,1.0,TA,0,171,0,0,,,,
RL,,7500,Pave,Reg,AllPub,Inside,Gtl,5,1959,2003,Hip,TA,CBlock,TA,1040.0,GasA,Ex,Y,SBrkr,1040,0,1040,1.0,0.0,1,0,3,1,Gd,6,0,,Attchd,1.0,TA,0,0,0,0,,,Shed,
RL,70.0,7315,Pave,Reg,AllPub,Inside,Gtl,5,1958,1958,Hip,TA,CBlock,TA,1170.0,GasA,TA,Y,SBrkr,1170,0,1170,0.0,1.0,1,0,3,1,TA,6,1,TA,Attchd,1.0,TA,0,0,0,0,,,,
RL,70.0,7903,Pave,Reg,AllPub,Inside,Gtl,5,1960,1960,Hip,TA,CBlock,TA,1242.0,GasA,Gd,Y,FuseA,1242,0,1242,1.0,0.0,1,1,3,1,TA,6,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,80.0,8000,Pave,Reg,AllPub,Inside,Gtl,5,1960,1960,Hip,TA,CBlock,TA,1377.0,GasA,TA,Y,SBrkr,1377,0,1377,1.0,0.0,1,0,3,1,TA,6,2,TA,Attchd,1.0,TA,0,0,0,0,,MnPrv,,
RL,70.0,7000,Pave,Reg,AllPub,Corner,Gtl,5,1961,1961,Gable,TA,Slab,,0.0,GasA,Gd,Y,SBrkr,925,0,925,0.0,0.0,1,0,3,1,TA,7,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,60.0,6600,Pave,Reg,AllPub,Inside,Gtl,5,1962,1962,Hip,TA,CBlock,TA,864.0,GasA,Gd,Y,SBrkr,864,0,864,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,58,0,0,0,,,,
RL,66.0,6760,Pave,Reg,AllPub,Inside,Gtl,5,1962,1962,Gable,TA,CBlock,TA,896.0,GasA,TA,Y,SBrkr,936,0,936,1.0,0.0,1,0,3,1,TA,6,1,Po,Attchd,1.0,TA,24,90,160,0,,,,
RM,60.0,6978,Pave,Reg,AllPub,Inside,Gtl,5,1926,1980,Gable,Gd,BrkTil,TA,850.0,GasA,TA,Y,SBrkr,960,0,960,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,2.0,TA,0,0,116,0,,,,
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,6,1927,1950,Gable,TA,BrkTil,TA,845.0,GasA,TA,Y,SBrkr,866,430,1296,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,2.0,TA,0,0,175,0,,,,
RM,56.0,4480,Pave,Reg,AllPub,Corner,Gtl,5,1922,1950,Gable,TA,PConc,Fa,1022.0,GasA,TA,N,FuseF,1022,0,1022,1.0,0.0,1,0,2,1,Fa,4,1,Gd,Detchd,1.0,TA,0,122,20,0,,MnPrv,,
RM,56.0,3153,Pave,Reg,AllPub,Inside,Gtl,5,1920,1990,Gable,TA,BrkTil,TA,967.0,GasA,Gd,Y,SBrkr,967,0,967,0.0,0.0,1,0,2,1,TA,5,1,Gd,Detchd,1.0,Fa,0,0,26,0,,,,
RM,60.0,7200,Pave,Reg,AllPub,Inside,Gtl,5,1940,1950,Gable,TA,CBlock,TA,808.0,GasA,Ex,Y,SBrkr,1072,0,1072,0.0,0.0,1,0,2,1,TA,5,2,Gd,Detchd,2.0,TA,0,0,0,0,,,,
RM,120.0,9000,Pave,Reg,AllPub,Corner,Gtl,5,1900,2006,Gable,TA,BrkTil,TA,680.0,GasA,Ex,Y,SBrkr,680,494,1174,0.0,0.0,1,0,2,1,Gd,6,1,Gd,Detchd,2.0,TA,116,26,40,0,,MnPrv,,
RM,50.0,5925,Pave,Reg,AllPub,Inside,Gtl,4,1900,1950,Gable,TA,BrkTil,Fa,570.0,GasA,Gd,N,SBrkr,761,380,1141,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,Fa,0,0,96,0,,,,
RM,57.0,9639,Pave,Reg,AllPub,Inside,Gtl,4,1900,1950,Gable,TA,PConc,TA,1075.0,GasA,Ex,Y,SBrkr,1156,642,1798,0.0,0.0,2,1,4,1,TA,7,0,,Detchd,2.0,TA,0,0,160,0,,MnPrv,,
RM,,10337,Pave,IR1,AllPub,Inside,Gtl,8,1910,1999,Hip,Gd,BrkTil,TA,725.0,GasA,Ex,N,SBrkr,909,863,1772,0.0,0.0,2,1,3,1,Gd,7,0,,Detchd,2.0,TA,0,0,0,0,,MnPrv,,
RM,53.0,9863,Pave,Reg,AllPub,Inside,Gtl,6,1927,1950,Gambrel,TA,BrkTil,TA,728.0,GasA,TA,Y,SBrkr,914,728,1642,0.0,1.0,1,1,4,1,TA,9,1,Gd,Detchd,1.0,TA,0,0,0,0,,,,
RM,35.0,4571,Pave,Reg,AllPub,Inside,Gtl,5,1910,1950,Gable,TA,BrkTil,TA,616.0,GasA,Ex,Y,SBrkr,616,616,1232,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,2.0,Fa,280,0,143,0,,,,
RM,56.0,8398,Pave,Reg,AllPub,Inside,Gtl,6,1910,1990,Gable,TA,CBlock,Gd,926.0,GasA,TA,Y,SBrkr,991,659,1650,0.0,0.0,2,0,3,1,TA,6,0,,Detchd,2.0,TA,128,103,0,0,,,,
RM,60.0,3600,Pave,Reg,AllPub,Inside,Gtl,5,1930,2005,Gambrel,TA,BrkTil,TA,687.0,GasA,Gd,Y,SBrkr,687,671,1358,0.0,0.0,1,1,3,1,Gd,6,1,Gd,Detchd,1.0,TA,0,32,0,0,,MnPrv,,
RM,75.0,13500,Pave,Reg,AllPub,Corner,Gtl,7,1879,1987,Gable,TA,PConc,TA,819.0,GasA,TA,Y,FuseA,1312,1142,2454,0.0,0.0,2,0,3,1,TA,8,1,Gd,Attchd,2.0,TA,0,148,150,0,,MnPrv,,
RM,52.0,8626,Pave,Reg,AllPub,Inside,Gtl,4,1956,1956,Gable,TA,CBlock,,0.0,GasA,Gd,Y,SBrkr,968,0,968,0.0,0.0,1,0,2,1,TA,5,0,,Attchd,1.0,Fa,0,0,0,0,,,,
RM,76.0,11800,Pave,Reg,AllPub,Inside,Gtl,4,1949,2002,Gable,TA,Slab,,0.0,GasA,Ex,Y,SBrkr,1382,0,1382,0.0,0.0,2,0,1,1,TA,6,1,TA,Attchd,1.0,TA,0,40,0,0,,,,
RL,55.0,6854,Pave,Reg,AllPub,Inside,Mod,5,1925,1994,Gable,TA,PConc,TA,756.0,GasA,TA,N,FuseA,916,144,1060,1.0,0.0,1,0,1,1,TA,6,1,Gd,Detchd,1.0,Fa,0,65,0,0,,,,
RM,55.0,8674,Pave,Reg,AllPub,Inside,Gtl,5,1950,1950,Gable,TA,CBlock,Fa,910.0,GasA,TA,Y,SBrkr,910,525,1435,1.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,0,33,0,0,,,,
RM,50.0,6125,Pave,Reg,AllPub,Inside,Gtl,5,1939,1998,Gable,TA,CBlock,TA,728.0,GasA,Ex,Y,SBrkr,728,546,1274,0.0,0.0,2,0,3,1,TA,6,0,,Detchd,1.0,Fa,0,0,192,0,,,,
RM,50.0,6000,Pave,Reg,AllPub,Inside,Gtl,6,1939,1950,Gable,TA,CBlock,TA,600.0,GasA,Ex,Y,SBrkr,608,624,1232,0.0,0.0,1,1,3,1,TA,6,2,TA,Attchd,1.0,TA,0,0,0,0,,GdWo,,
RM,51.0,6120,Pave,Reg,AllPub,Inside,Gtl,5,1939,1950,Gable,Gd,BrkTil,TA,884.0,GasA,Ex,Y,SBrkr,884,0,884,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,0,0,136,0,,MnPrv,,
RM,,6240,Pave,Reg,AllPub,Inside,Gtl,6,1938,1950,Gable,TA,BrkTil,TA,861.0,GasA,Gd,Y,SBrkr,861,548,1409,1.0,0.0,1,1,3,1,TA,6,1,Gd,Detchd,2.0,TA,225,0,84,0,,,,
RM,52.0,6240,Pave,Reg,AllPub,Inside,Gtl,5,1939,1952,Gable,TA,BrkTil,TA,672.0,GasA,Ex,Y,SBrkr,899,423,1322,1.0,0.0,1,0,4,1,TA,7,0,,Detchd,1.0,TA,0,0,0,0,,MnPrv,,
RM,52.0,6240,Pave,Reg,AllPub,Inside,Gtl,5,1930,1992,Gable,TA,BrkTil,TA,966.0,GasA,Ex,Y,SBrkr,1014,412,1426,0.0,0.0,1,0,3,1,TA,6,1,Gd,Detchd,1.0,Fa,174,0,96,0,,GdPrv,,
RM,51.0,6120,Pave,Reg,AllPub,Inside,Gtl,5,1926,1950,Gable,TA,BrkTil,TA,756.0,GasA,Gd,Y,FuseA,903,378,1281,1.0,0.0,1,0,2,1,Gd,6,0,,Detchd,2.0,TA,25,0,0,0,,,,
RM,47.0,7755,Pave,Reg,AllPub,Inside,Gtl,6,1918,1995,Gable,TA,CBlock,TA,1100.0,GasA,Ex,Y,FuseA,1100,1164,2264,0.0,0.0,2,1,4,1,TA,8,0,,Detchd,1.0,TA,0,152,0,0,,MnPrv,,
RL,60.0,8850,Pave,Reg,AllPub,Inside,Gtl,6,1920,1950,Gable,TA,PConc,TA,768.0,GasA,Ex,Y,SBrkr,752,624,1376,0.0,0.0,1,0,3,1,Gd,7,0,,Detchd,2.0,TA,0,54,144,0,,,,
RL,60.0,8550,Pave,Reg,AllPub,Inside,Gtl,5,1926,1950,Gable,TA,PConc,Fa,750.0,GasA,TA,Y,SBrkr,960,356,1316,0.0,0.0,1,0,4,1,TA,7,0,,Detchd,2.0,TA,0,0,0,0,,,,
RM,,5700,Pave,IR1,AllPub,Corner,Gtl,7,1929,1990,Gable,TA,BrkTil,TA,672.0,GasA,Gd,N,FuseA,672,672,1344,1.0,0.0,1,1,3,1,Gd,6,1,Gd,Attchd,2.0,TA,0,0,70,0,,GdPrv,,
RM,40.0,5680,Pave,Reg,AllPub,Inside,Gtl,5,1901,1950,Gable,TA,CBlock,TA,592.0,GasA,TA,N,FuseA,933,240,1173,0.0,0.0,2,0,3,1,TA,7,0,,Detchd,1.0,TA,0,25,77,0,,MnPrv,,
RM,40.0,5680,Pave,Reg,AllPub,Inside,Gtl,5,1901,1950,Gable,TA,CBlock,TA,969.0,GasA,TA,N,FuseA,969,245,1214,0.0,0.0,1,0,2,1,TA,6,0,,Detchd,1.0,TA,0,0,77,0,,MnPrv,,
RM,120.0,13200,Pave,Reg,AllPub,Corner,Gtl,6,1963,1963,Gable,TA,CBlock,TA,741.0,GasA,Fa,Y,SBrkr,1497,797,2294,0.0,0.0,3,0,5,1,TA,9,1,Gd,Attchd,2.0,TA,0,110,0,0,,,,
RM,60.0,9780,Pave,Reg,AllPub,Inside,Gtl,7,1950,2005,Gable,TA,CBlock,TA,976.0,GasA,Ex,Y,SBrkr,976,976,1952,0.0,0.0,1,1,4,1,Gd,8,2,TA,Detchd,1.0,TA,285,0,0,0,,,,
RM,60.0,10320,Pave,Reg,AllPub,Inside,Gtl,6,1915,1950,Gable,TA,CBlock,TA,1138.0,GasA,Gd,Y,SBrkr,1138,1042,2180,0.0,0.0,1,1,3,1,TA,7,1,Gd,Detchd,2.0,TA,0,0,170,0,,,,
RM,52.0,4330,Pave,Reg,AllPub,Inside,Gtl,4,1958,1958,Gable,TA,BrkTil,Fa,808.0,GasA,TA,Y,SBrkr,838,477,1315,1.0,0.0,2,0,3,1,TA,5,0,,Detchd,2.0,TA,0,0,0,0,,,,
RM,60.0,10320,Pave,Reg,AllPub,Corner,Gtl,4,1910,1950,Gable,Fa,CBlock,TA,771.0,GasA,Fa,Y,SBrkr,866,504,1484,0.0,0.0,2,0,3,1,TA,6,0,,Detchd,1.0,TA,14,211,0,0,,,,
RL,107.0,12888,Pave,Reg,AllPub,Inside,Gtl,7,1937,1980,Gable,TA,CBlock,TA,1005.0,GasA,TA,Y,SBrkr,1262,1005,2267,1.0,0.0,1,1,3,1,TA,7,2,Gd,Attchd,2.0,TA,521,0,0,0,,,,
RL,59.0,4484,Pave,IR1,AllPub,Corner,Gtl,5,1942,1979,Gable,TA,CBlock,TA,672.0,GasA,TA,N,SBrkr,778,504,1282,1.0,0.0,1,0,2,1,TA,4,0,,Detchd,1.0,TA,0,88,0,0,,MnPrv,,
RL,75.0,11235,Pave,Reg,AllPub,Inside,Gtl,5,1963,1963,Gable,TA,CBlock,Gd,925.0,GasA,TA,Y,SBrkr,999,0,999,1.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,40,176,0,0,,MnPrv,,
RL,75.0,11235,Pave,Reg,AllPub,Inside,Gtl,5,1964,1980,Gable,TA,CBlock,Gd,1420.0,GasA,Gd,Y,SBrkr,1452,0,1452,1.0,0.0,1,0,2,1,TA,6,1,TA,Detchd,2.0,TA,92,0,88,0,,,,
RL,62.0,14299,Pave,Reg,AllPub,Inside,Gtl,4,1964,1964,Gable,TA,CBlock,TA,1005.0,GasA,TA,Y,SBrkr,1005,0,1005,1.0,0.0,1,0,3,1,TA,5,0,,Detchd,2.0,TA,0,0,0,0,,MnPrv,,
RL,65.0,14149,Pave,IR1,AllPub,Inside,Gtl,5,1964,2001,Hip,Gd,CBlock,TA,980.0,GasA,TA,Y,SBrkr,1020,0,1020,0.0,1.0,2,0,3,1,TA,5,1,Po,Detchd,2.0,TA,0,0,0,0,,,,
RL,,11677,Pave,IR1,AllPub,Inside,Gtl,5,1966,1966,Gable,TA,CBlock,TA,1040.0,GasA,TA,Y,SBrkr,1040,0,1040,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,0,90,0,0,,MnPrv,,
RL,70.0,8425,Pave,Reg,AllPub,FR3,Gtl,5,1971,1990,Gable,TA,CBlock,Gd,768.0,GasA,Gd,Y,SBrkr,868,0,868,1.0,0.0,1,0,2,1,TA,6,0,,Detchd,2.0,TA,138,0,0,0,,GdPrv,,
